index,period_bin,radius_bin,period,radius_earth,t0,b,rp_rs,a_rs,duration,u1,u2,recovered,match,n_transits_in_data,found_period,found_t0,found_depth,found_sde,found_snr,found_detected,found_brightening_ratio,n_detections,n_skipped_variability,skipped_variability_at_period,runtime_s
9,0,0,0.6204321983027101,0.9390940496143273,1325.3457988976402,0.8084046008803901,0.012204038048893202,3.907210172975378,0.031604081122726585,0.4,0.2,True,exact,83,0.6204520357584269,1353.8858643990961,0.0001283753318468417,8.199482632101617,11.110025869170787,True,0.177093833670007,1,0,False,14.120817620998423
11,0,0,0.5934682673891298,0.9023605139550596,1325.701303511732,0.3138953205848519,0.01172666576968412,3.793169260840901,0.048598604735965334,0.4,0.2,True,exact,88,0.593444541613402,1354.1881561474854,0.0001418915254917108,11.79733750155923,15.496467301465758,True,0.2256067826235418,1,0,False,13.68952930299929
12,0,0,0.5555190011918564,0.7051071624105837,1325.4838915745304,0.6265070851341655,0.009163251159071765,3.6296924922417344,0.03945562822760739,0.4,0.2,True,exact,95,0.5555433346184825,1354.370954362703,0.00010314312721249053,7.401027213165651,11.18941628811073,True,0.1977035330665135,1,0,False,13.160000693998882
13,0,0,0.5854052145108997,0.7613383685654246,1325.6305062119375,0.22620936250575316,0.00989400627324874,3.758734169408287,0.049460991662808484,0.4,0.2,True,exact,88,0.5853634641910361,1354.3159013329027,0.00012173441766583082,9.445744358121324,13.352827481706818,True,0.26532379637896963,1,0,False,13.193309428999783
14,0,0,0.5832130271007456,0.7968616376170262,1325.591379163407,0.18173682534757782,0.010355650479497156,3.749344660770059,0.049865509485697075,0.4,0.2,True,exact,89,0.583263178757768,1354.1680003675058,0.0001299987805761793,10.19408595398726,13.943078210954031,True,0.22695655085927915,1,0,False,13.266375613999116
15,0,0,0.654934979470204,0.7955771721150597,1325.9149846318144,0.36310217948558454,0.010338958151540305,4.050755327105471,0.04917399360746884,0.4,0.2,True,exact,79,0.6549363465695986,1354.0758883442015,0.00012233811038608877,9.920905419282235,12.540767337996929,True,0.20165667888187058,1,0,False,13.268984793001437
16,0,0,0.5112400806666711,0.7730738277548601,1325.6027172145962,0.46703819751222847,0.01004651494959263,3.4341596732364343,0.04334732561199905,0.4,0.2,True,exact,101,0.5112287460312247,1354.2304560527905,0.00012279551881699824,9.711540890825324,13.28699761874786,True,0.1723887781284897,1,0,False,13.927010174000316
18,0,0,0.5800594433178008,0.7923612159462259,1325.3045806068467,0.7732569175648851,0.010297165051622209,3.7358166661973407,0.03302307052845729,0.4,0.2,False,none,89,0.5801376205914569,1354.3077516631902,0.00010654663718845381,6.228490276590025,10.251937522065314,False,0.17725390030977764,0,0,False,7.44319442699998
17,0,0,0.5098470567244179,0.7533625165823049,1325.3007049674452,0.048830709150471795,0.009790355737805238,3.427918584856692,0.04847336747310146,0.4,0.2,True,exact,101,0.5098791767574732,1354.3626926734605,0.00010701628261478024,8.177367672316205,12.702180551064634,True,0.12493377726764016,1,0,False,14.21322725799837
19,0,0,0.6956672447613305,0.8045067282333345,1325.3986052647788,0.5301675114802525,0.010455002591042298,4.217012850360899,0.04585786368368763,0.4,0.2,True,exact,72,0.6956288028088516,1353.922817815205,0.00012791911652232368,9.446721313294592,13.156467819138769,True,0.12337762921531414,1,0,False,14.492719399000634
20,0,0,0.7237162237282038,0.7857067208530629,1325.7062573800727,0.3688341108064123,0.01021068626779168,4.3296164655960885,0.05062886196842367,0.4,0.2,True,exact,69,0.7237647132332645,1353.930488320306,0.00010602604386789061,7.914562133112209,10.585872644744468,True,0.2463192363319182,1,1,False,13.92782208800054
21,0,0,0.5638717655596279,0.7994770585503558,1325.693103940982,0.12133697289068825,0.010389639297334233,3.6659858716093785,0.04977287542540247,0.4,0.2,True,exact,91,0.5638740267100766,1353.8859726105459,0.0001255414049134984,10.207423762196543,13.593941887588137,True,0.2227258885318444,1,0,False,13.70637333400009
23,0,0,0.6440648869528709,0.7432679832478726,1325.4770196480854,0.6760526016387826,0.009659171785622997,4.005809599216191,0.03917594143837496,0.4,0.2,False,none,81,0.6441135931491788,1354.4600652584215,0.00011375580578709688,6.683132624683559,10.27715043447733,False,0.44239087492611606,0,0,False,6.831200332999288
22,0,0,0.5237307877997301,0.7621912889145293,1325.3657003867645,0.19666855024245006,0.009905090437180375,3.489870332359789,0.04805700282614977,0.4,0.2,True,exact,100,0.5236984477764259,1354.1712718402455,9.234525736845356e-05,7.476155994425199,11.015797420159569,True,0.2256085163854327,1,0,False,13.478142350999406
24,0,0,0.7813055058316942,0.8314451958712191,1325.781353823714,0.07917846164071889,0.010805082632723575,4.556357694254618,0.05546979148443872,0.4,0.2,True,exact,68,0.7813220951195906,1353.909384928514,0.00012661126286495072,10.426010471117966,12.464359024182675,True,0.2406610317154378,1,0,False,14.481057660999795
25,0,0,0.5505891879721074,0.7853346837458662,1325.4531997984384,0.18678623467366146,0.010205851443192701,3.60818674542371,0.04891949644040362,0.4,0.2,True,exact,92,0.5506245174283736,1354.0837305563173,0.00013124590460888985,10.985172490712683,14.89649749037586,True,0.18944581242901237,1,0,False,14.625950891000684
26,0,0,0.6634036221140804,0.8164794448860151,1325.904927953313,0.017657110453068458,0.010610594557190886,4.085599388648023,0.05277450238719642,0.4,0.2,True,exact,78,0.6634204253682017,1354.4309381075414,0.0001329061487310712,10.242686022404316,13.76453394596935,True,0.19427002607665078,1,0,False,15.313210017000529
27,0,0,0.5602715862933588,0.8116010922803348,1325.5116422414771,0.11543367940007383,0.010547197711219931,3.650364954854177,0.04971338977854343,0.4,0.2,True,exact,93,0.5602569048689955,1354.0863369650276,0.0001287784759137489,10.963275471225,15.074530751097946,True,0.11473344772944395,1,0,False,15.22581374100264
28,0,0,0.7171947338958633,0.7528788692657575,1325.7371779037085,0.7600953163210692,0.009784070477818962,4.303567465366061,0.0359758184289924,0.4,0.2,False,none,70,0.7171792579396501,1354.4244285717946,0.00010086592404612293,5.596373725063159,8.841902794590771,False,0.2952097367170465,0,0,False,7.061792223001248
29,0,0,0.6697054289678727,0.9221323155751623,1325.3896891924803,0.4587121457047304,0.011983611087744648,4.111431894820043,0.04745525886865121,0.4,0.2,True,exact,77,0.6696445743740952,1354.1875088064614,0.00014378341223419966,11.75355362030526,14.257606552410204,True,0.26361287652916776,1,0,False,16.176427417001833
32,1,0,0.9640498429102619,0.7886073146702544,1325.8677195534167,0.1173051491904579,0.010248381062390715,5.241676487149918,0.05912333553573983,0.4,0.2,False,none,51,0.9642072910982523,1353.8268087585582,9.819711275038667e-05,5.819651278168775,8.666388109662066,False,0.3238326206504441,0,0,False,9.568700701001944
31,0,0,0.5528797874441069,0.9298856616042018,1325.4095265305455,0.5065263534314653,0.012084370037269983,3.618187172475804,0.04348350494024807,0.4,0.2,True,exact,93,0.5527779461243566,1354.1594783797586,0.0001700575213826605,12.991901246663089,18.216790775328388,True,0.11899583125078948,1,0,False,17.41610738500094
30,0,0,0.6717856901421421,0.849181006123767,1325.3817727180913,0.7200613417066699,0.011035569135368264,4.119941537034626,0.0376058275704711,0.4,0.2,True,exact,77,0.6717737280162207,1354.2693618922394,0.00014452597465974826,9.78032481047828,13.594004208021797,True,0.23645471834024384,1,0,False,17.475239727998996
33,1,0,0.8121338287372963,0.712857652910343,1325.5972323037474,0.23294579653933528,0.009263972999440675,4.675437849327199,0.05477303839898483,0.4,0.2,False,none,63,0.8121913344480218,1354.022874230723,8.491979342040157e-05,5.320490431087381,7.938293967502491,False,0.25675711173595056,0,0,False,13.370453635998274
35,1,0,0.8435015768145895,0.7158319408383833,1325.482435397618,0.13946432990014748,0.009302625489100335,4.795064868806067,0.05641054983820512,0.4,0.2,False,none,61,0.6261338308681504,1354.1745056199768,5.0764490926558103e-05,4.231676090476536,6.137969562211072,False,0.2902501681062272,0,0,False,13.5025845199998
